1.000000	0.000000	0.000000
1.051282	0.000000	0.000000
1.102564	0.000000	0.000000
1.153846	0.000000	0.000000
1.205128	0.000000	0.000000
1.256410	0.000000	0.000000
1.307692	0.000000	0.000000
1.358974	0.000000	0.000000
1.410256	0.000000	0.000000
1.461538	0.000000	0.000000
1.512821	0.000000	0.000000
1.564103	0.000000	0.000000
1.615385	0.000000	0.000000
1.666667	0.000000	0.000000
1.717949	0.000000	0.000000
1.769231	0.000000	0.000000
1.820513	0.000000	0.000000
1.871795	0.000000	0.000000
1.923077	0.000000	0.000000
1.974359	0.000000	0.000000
2.025641	0.000000	0.000000
2.076923	0.000000	0.000000
2.128205	0.000000	0.000000
2.179487	0.000000	0.000000
2.230769	0.000000	0.000000
2.282051	0.000000	0.000000
2.333333	0.000000	0.000000
2.384615	0.000000	0.000000
2.435897	0.000000	0.000000
2.487179	0.000000	0.000000
2.538462	0.000000	0.000000
2.589744	0.000000	0.000000
2.641026	0.000000	0.000000
2.692308	0.000000	0.000000
2.743590	0.000000	0.000000
2.794872	0.000000	0.000000
2.846154	0.000000	0.000000
2.897436	0.000000	0.000000
2.948718	0.000000	0.000000
3.000000	0.000000	0.000000

0.999333	0.036524	0.000000
1.050581	0.038397	0.000017
1.101828	0.040270	0.000034
1.153076	0.042143	0.000051
1.204324	0.044016	0.000068
1.255572	0.045889	0.000086
1.306820	0.047762	0.000103
1.358068	0.049635	0.000120
1.409315	0.051508	0.000137
1.460563	0.053381	0.000154
1.511811	0.055254	0.000171
1.563059	0.057127	0.000188
1.614307	0.059000	0.000205
1.665555	0.060873	0.000222
1.716802	0.062747	0.000240
1.768050	0.064620	0.000257
1.819298	0.066493	0.000274
1.870546	0.068366	0.000291
1.921794	0.070239	0.000308
1.973042	0.072112	0.000325
2.024289	0.073985	0.000342
2.075537	0.075858	0.000359
2.126785	0.077731	0.000376
2.178033	0.079604	0.000393
2.229281	0.081477	0.000411
2.280529	0.083350	0.000428
2.331776	0.085223	0.000445
2.383024	0.087096	0.000462
2.434272	0.088969	0.000479
2.485520	0.090842	0.000496
2.536768	0.092715	0.000513
2.588016	0.094588	0.000530
2.639263	0.096461	0.000547
2.690511	0.098334	0.000565
2.741759	0.100207	0.000582
2.793007	0.102080	0.000599
2.844255	0.103953	0.000616
2.895503	0.105826	0.000633
2.946750	0.107699	0.000650
2.997998	0.109572	0.000667

0.997293	0.073530	0.000000
1.048436	0.077301	0.000069
1.099579	0.081072	0.000139
1.150723	0.084842	0.000208
1.201866	0.088613	0.000278
1.253009	0.092384	0.000347
1.304152	0.096155	0.000416
1.355296	0.099925	0.000486
1.406439	0.103696	0.000555
1.457582	0.107467	0.000625
1.508725	0.111238	0.000694
1.559869	0.115009	0.000764
1.611012	0.118779	0.000833
1.662155	0.122550	0.000902
1.713298	0.126321	0.000972
1.764441	0.130092	0.001041
1.815585	0.133862	0.001111
1.866728	0.137633	0.001180
1.917871	0.141404	0.001249
1.969014	0.145175	0.001319
2.020158	0.148945	0.001388
2.071301	0.152716	0.001458
2.122444	0.156487	0.001527
2.173587	0.160258	0.001596
2.224731	0.164029	0.001666
2.275874	0.167799	0.001735
2.327017	0.171570	0.001805
2.378160	0.175341	0.001874
2.429303	0.179112	0.001943
2.480447	0.182882	0.002013
2.531590	0.186653	0.002082
2.582733	0.190424	0.002152
2.633876	0.194195	0.002221
2.685020	0.197966	0.002291
2.736163	0.201736	0.002360
2.787306	0.205507	0.002429
2.838449	0.209278	0.002499
2.889593	0.213049	0.002568
2.940736	0.216819	0.002638
2.991879	0.220590	0.002707

0.993826	0.110950	0.000000
1.044791	0.116639	0.000158
1.095757	0.122329	0.000317
1.146722	0.128019	0.000475
1.197688	0.133708	0.000633
1.248653	0.139398	0.000792
1.299619	0.145088	0.000950
1.350584	0.150778	0.001108
1.401550	0.156467	0.001266
1.452515	0.162157	0.001425
1.503480	0.167847	0.001583
1.554446	0.173536	0.001741
1.605411	0.179226	0.001900
1.656377	0.184916	0.002058
1.707342	0.190606	0.002216
1.758308	0.196295	0.002375
1.809273	0.201985	0.002533
1.860238	0.207675	0.002691
1.911204	0.213365	0.002850
1.962169	0.219054	0.003008
2.013135	0.224744	0.003166
2.064100	0.230434	0.003324
2.115066	0.236123	0.003483
2.166031	0.241813	0.003641
2.216997	0.247503	0.003799
2.267962	0.253193	0.003958
2.318927	0.258882	0.004116
2.369893	0.264572	0.004274
2.420858	0.270262	0.004433
2.471824	0.275951	0.004591
2.522789	0.281641	0.004749
2.573755	0.287331	0.004908
2.624720	0.293021	0.005066
2.675685	0.298710	0.005224
2.726651	0.304400	0.005382
2.777616	0.310090	0.005541
2.828582	0.315780	0.005699
2.879547	0.321469	0.005857
2.930513	0.327159	0.006016
2.981478	0.332849	0.006174

0.988881	0.148708	0.000000
1.039593	0.156334	0.000285
